"protocol","scheme","location","raw_key","aliases","canonical_semantic","value_type","allowed_values","default","repeated","decode_rule","source_class","mihomo_mapping","xray_mapping","sing_box_mapping","other_mapping","current_behavior","status","test_ids","evidence","notes"
"VLESS","vless","nested.extra","sessionIDKey","sessionKey","xhttp_session_key","string","non-empty and only with a keyed placement","absent","alias collision and duplicate JSON keys reject","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.session-key","Xray XHTTP extra","not portable","not portable","either spelling maps alone; simultaneous aliases and orphaned keys reject","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","sessionIDTable","","xhttp_session_table","string","uuid; one of nine predefined table names; or non-empty printable-ASCII custom table","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.session-table","Xray XHTTP extra","not portable","not portable","predefined names expand to their exact alphabets; custom tables require sufficient entropy and receive default length 16-32; uuid forbids a custom length","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","sessionIDLength","","xhttp_session_length","unsigned integer|string range","positive safe integer or ascending range; max endpoint 256 and max range cardinality 256","16-32 for a non-uuid custom/predefined table","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.session-length","Xray XHTTP extra","not portable","not portable","strictly canonicalizes without truncation; requires a non-uuid table and the table-length combination must provide at least 2^31 identifiers","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","seqPlacement","","xhttp_sequence_placement","case-sensitive enum","path|query|header|cookie","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.seq-placement","Xray XHTTP extra","not portable","not portable","closed enum maps exactly; keyed placements are checked with seqKey","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","seqKey","","xhttp_sequence_key","string","non-empty only with query/header/cookie placement","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.seq-key","Xray XHTTP extra","not portable","not portable","maps exactly; orphaned key and path placement reject","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","uplinkDataPlacement","","xhttp_uplink_data_placement","case-sensitive enum","body|auto|header|cookie","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.uplink-data-placement","Xray XHTTP extra","not portable","not portable","closed enum maps exactly; header/cookie placement requires a key","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","uplinkDataKey","","xhttp_uplink_data_key","string","non-empty only with header or cookie placement","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.uplink-data-key","Xray XHTTP extra","not portable","not portable","maps exactly; orphaned key and unkeyed placement reject","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","uplinkChunkSize","","xhttp_uplink_chunk_size","JSON integer","positive safe integer with keyed header or cookie placement","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.uplink-chunk-size as an exact decimal string","Xray XHTTP extra","not portable","not portable","strict positive integer converts to its exact decimal string; zero rejects to prevent the fixed runtime chunk loop and orphaned placement rejects","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;local:validateMihomoProxyList;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","scMaxEachPostBytes","","xhttp_max_post_bytes","JSON integer","positive safe integer","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.sc-max-each-post-bytes as an exact decimal string","Xray XHTTP extra","not portable","not portable","strict positive integer converts to its exact decimal string with no truncation","complete","proxyUri.test.ts:vless-xhttp-extra|closed-URI-grammars-XHTTP","local:parseVLESS;local:validateMihomoProxyList;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra","scMinPostsIntervalMs","","xhttp_min_post_interval","JSON integer","positive safe integer","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","xhttp-opts.sc-min-posts-interval-ms as an exact decimal string","Xray XHTTP extra","not portable","not portable","strict positive integer converts to its exact decimal string with no truncation","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;local:validateMihomoProxyList;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.xmux","maxConnections","","xmux_max_connections","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","reuse-settings.max-connections","Xray XHTTP xmux","not portable","not portable","strictly canonicalizes without truncation; positive maxConnections and positive maxConcurrency may not coexist","complete","proxyUri.test.ts:vless-xhttp-extra|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.xmux","maxConcurrency","","xmux_max_concurrency","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","reuse-settings.max-concurrency","Xray XHTTP xmux","not portable","not portable","strictly canonicalizes without truncation; positive maxConcurrency and positive maxConnections may not coexist","complete","proxyUri.test.ts:vless-xhttp-extra|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.xmux","cMaxReuseTimes","","xmux_client_reuse_times","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","reuse-settings.c-max-reuse-times","Xray XHTTP xmux","not portable","not portable","strictly validated then canonicalized to a decimal or range string without truncation","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.xmux","hMaxRequestTimes","","xmux_http_request_times","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","reuse-settings.h-max-request-times","Xray XHTTP xmux","not portable","not portable","strictly validated then canonicalized to a decimal or range string without truncation","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.xmux","hMaxReusableSecs","","xmux_http_reusable_seconds","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","reuse-settings.h-max-reusable-secs","Xray XHTTP xmux","not portable","not portable","strictly validated then canonicalized to a decimal or range string without truncation","complete","proxyUri.test.ts:vless-xhttp-advanced-fields|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.xmux","hKeepAlivePeriod","","xmux_keepalive_period_seconds","integer","0..9223372036 seconds","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","reuse-settings.h-keep-alive-period","Xray XHTTP xmux","not portable","not portable","strict integer is capped before fixed Mihomo multiplies seconds into a signed 64-bit duration","complete","proxyUri.test.ts:vless-xhttp-extra|closed-URI-grammars-XHTTP","local:parseVLESS;local:validateMihomoProxyList;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings","address","","download_server","string","non-empty","original server","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.server","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","strict type and non-empty","complete","proxyUri.test.ts:vless-xhttp-extra","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings","port","","download_port","integer","1..65535","original port","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.port","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","strict integer range","complete","proxyUri.test.ts:vless-xhttp-extra","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings","security","","download_security","case-sensitive enum","none|tls|reality","absent","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.tls","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","unknown/type mismatch rejects","complete","proxyUri.test.ts:vless-xhttp-extra","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.tlsSettings","serverName","","download_tls_server_name","string","non-empty","download server","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.servername","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","strict when supplied","complete","none","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.tlsSettings","fingerprint","","download_tls_client_fingerprint","string","non-empty; required for Reality","none","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.client-fingerprint","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","strict and required for Reality","complete","proxyUri.test.ts:vless-xhttp-extra","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.tlsSettings","alpn","","download_tls_alpn","string array","all elements strings","target default","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.alpn","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","strict array type","complete","none","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.tlsSettings","allowInsecure","","download_certificate_policy","boolean","true|false","false","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.skip-cert-verify","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","strict boolean; only true emits","complete","none","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.realitySettings","publicKey","pbk","download_reality_public_key","base64url X25519 key","canonical unpadded 32-byte key","none","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reality-opts.public-key","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","aliases conflict-reject; strict and required","complete","proxyUri.test.ts:vless-xhttp-extra","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.realitySettings","shortId","sid","download_reality_short_id","hex string","even hex length <=16","empty","forbidden; parser rejects exact duplicates","extra is percent-decoded once then strict JSON parse; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reality-opts.short-id","unknown (target Xray v26.3.27)","unknown (target sing-box v1.13.14)","unknown (target v2ray-core v5.51.2)","aliases conflict-reject; strict when present","complete","proxyUri.test.ts:vless-xhttp-extra","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings","path","","download_xhttp_path","string","non-empty","target default","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.path","Xray XHTTP download path","not portable","not portable","wrong type or empty explicitly rejects; valid string maps exactly","complete","proxyUri.test.ts:vless-xhttp-extra|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings","host","","download_xhttp_host","string","non-empty","target default","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.host","Xray XHTTP download host","not portable","not portable","wrong type or empty explicitly rejects; valid string maps exactly","complete","proxyUri.test.ts:vless-xhttp-extra|closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings","headers","","download_xhttp_headers","object","non-empty plain object; valid HTTP-token names except Host; string values without CR/LF","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.headers","Xray XHTTP download headers","not portable","not portable","same strict header validator as root XHTTP headers; Host and line-break injection reject","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings.extra.xmux","maxConnections","","download_xmux_max_connections","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reuse-settings.max-connections","Xray XHTTP xmux","not portable","not portable","same strict shared xmux validator; positive maxConnections and maxConcurrency conflict","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings.extra.xmux","maxConcurrency","","download_xmux_max_concurrency","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reuse-settings.max-concurrency","Xray XHTTP xmux","not portable","not portable","same strict shared xmux validator; positive maxConcurrency and maxConnections conflict","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings.extra.xmux","cMaxReuseTimes","","download_xmux_client_reuse_times","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reuse-settings.c-max-reuse-times","Xray XHTTP xmux","not portable","not portable","same strict shared xmux validator; canonicalizes without truncation","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings.extra.xmux","hMaxRequestTimes","","download_xmux_http_request_times","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reuse-settings.h-max-request-times","Xray XHTTP xmux","not portable","not portable","same strict shared xmux validator; canonicalizes without truncation","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings.extra.xmux","hMaxReusableSecs","","download_xmux_http_reusable_seconds","unsigned integer|string range","non-negative safe integer or ascending unsigned range","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reuse-settings.h-max-reusable-secs","Xray XHTTP xmux","not portable","not portable","same strict shared xmux validator; canonicalizes without truncation","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"VLESS","vless","nested.extra.downloadSettings.xhttpSettings.extra.xmux","hKeepAlivePeriod","","download_xmux_keepalive_period_seconds","integer","0..9223372036 seconds","absent","forbidden duplicate JSON key","extra is percent-decoded once then strict JSON; nested JSON types preserved","official_source_mapped_nested_extension","download-settings.reuse-settings.h-keep-alive-period","Xray XHTTP xmux","not portable","not portable","same strict shared xmux validator; caps fixed Mihomo duration conversion before mapping","complete","proxyUri.test.ts:closed-URI-grammars-XHTTP","local:parseVLESS;local:validateMihomoProxyList;E2:Xray#716 retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Trojan","trojan","query","sni","peer","tls_server_name","string","non-empty","server","alias collision and exact duplicates reject","WHATWG URL percent-decode once","ecosystem_uri_dialect","sni","unknown","unknown","Sub-Store@0882a522 differential only","either spelling maps alone; simultaneous aliases and empty values explicitly reject","complete","proxyUri.test.ts:parses-trojan-with-ws|closed-URI-grammars","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Trojan","trojan","query","alpn","","tls_alpn","comma-list","any","target default","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","alpn[]","unknown","unknown","Sub-Store@0882a522 differential only","split and map","complete","proxyUri.test.ts:parses-trojan-with-ws","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Trojan","trojan","query","allowInsecure","insecure","certificate_verification_policy","boolean-string","1","false","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","skip-cert-verify","unknown","unknown","Sub-Store@0882a522 differential only","either spelling maps true","complete","proxyUri.test.ts:parses-trojan-with-ws","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown","equal-value alias duplicates tolerated since 2026-07-18 (exporters dump both spellings); only differing values conflict"
"Trojan","trojan","query","fp","","tls_client_fingerprint","string","any","target default","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","client-fingerprint","unknown","unknown","Sub-Store@0882a522 differential only","copied","complete","proxyUri.test.ts:parses-trojan-with-ws","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Trojan","trojan","query","type","","transport","case-sensitive enum","tcp|ws|grpc","tcp","exact duplicates reject","WHATWG URL percent-decode once","ecosystem_uri_dialect","network","unknown","unknown","Sub-Store@0882a522 differential only","closed transport enum; every other value explicitly rejects before Mihomo can fall back","complete","proxyUri.test.ts:parses-trojan-with-ws|userinfo-and-transport-ambiguity-hardening","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Trojan","trojan","query","path","","transport_path","string","any","/","exact duplicates reject","WHATWG URL percent-decode once","ecosystem_uri_dialect","ws-opts.path","unknown","unknown","Sub-Store@0882a522 differential only","maps only for WS; any occurrence under TCP or gRPC explicitly rejects","complete","proxyUri.test.ts:parses-trojan-with-ws|closed-URI-grammars","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Trojan","trojan","query","host","","transport_host","string","any","absent","exact duplicates reject","WHATWG URL percent-decode once","ecosystem_uri_dialect","ws-opts.headers.Host","unknown","unknown","Sub-Store@0882a522 differential only","maps only for WS; any occurrence under TCP or gRPC explicitly rejects","complete","proxyUri.test.ts:parses-trojan-with-ws|closed-URI-grammars","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Trojan","trojan","query","serviceName","","grpc_service_name","string","any","empty","exact duplicates reject","WHATWG URL percent-decode once","ecosystem_uri_dialect","grpc-opts.grpc-service-name","unknown","unknown","Sub-Store@0882a522 differential only","maps only for gRPC; any occurrence under TCP or WS explicitly rejects","complete","proxyUri.test.ts:parses-trojan-with-ws|closed-URI-grammars","local:parseTrojan;E3:Mihomo@cbd11db;official URI source unknown",""
"Hysteria 1","hysteria","query","auth","auth_str","hysteria_auth","string","non-empty when present","empty","exact duplicates and auth alias collisions reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","auth-str","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","either spelling maps alone; simultaneous aliases and empty values reject","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2|closed-URI-grammars","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 1","hysteria","query","peer","sni","tls_server_name","string","non-empty when present","server","exact duplicates and SNI alias collisions reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","sni","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","either spelling maps alone; simultaneous aliases and empty values reject","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2|closed-URI-grammars","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 1","hysteria","query","up","upmbps","upload_bandwidth","speed string","positive integer with optional target-supported SI bit/byte rate suffix","required","exact duplicates and speed alias collisions reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","up","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","required and validated with the download direction before output","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db","equal-value alias duplicates tolerated since 2026-07-18 (exporters dump both spellings); only differing values conflict"
"Hysteria 1","hysteria","query","down","downmbps","download_bandwidth","speed string","positive integer with optional target-supported SI bit/byte rate suffix","required","exact duplicates and speed alias collisions reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","down","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","required and validated with the upload direction before output","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 1","hysteria","query","alpn","","tls_alpn","comma-list","any","target default","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","alpn[]","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","split and map","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 1","hysteria","query","protocol","","hysteria_protocol","enum","udp|wechat-video|faketcp","udp","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","protocol","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","closed enum maps; every other value explicitly rejects","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 1","hysteria","query","obfs","","obfs_mode","enum","xplus","none","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","combination gate; mode itself is not emitted","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","only xplus is accepted and it requires a non-empty obfsParam","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db","Mihomo obfs stores the xplus password, not the share-link mode"
"Hysteria 1","hysteria","query","obfsParam","","obfs_password","string","non-empty when obfs=xplus","none","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","obfs","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","maps to the Mihomo obfs password only with obfs=xplus; orphan value rejects","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 1","hysteria","query","insecure","","certificate_verification_policy","boolean-string","1","false","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","official_uri","skip-cert-verify","unsupported in stable Xray","Hysteria 1 outbound; exact field name varies","Sub-Store@0882a522 differential only","exact 1 maps true","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria;E1:Hysteria1-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","sni","peer","tls_server_name","string","non-empty","server","alias collision and exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","sni","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","either spelling maps when used alone; simultaneous aliases explicitly reject","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","insecure","","certificate_verification_policy","boolean-string","0|1|true|false","false","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_plus_named_compatibility_extension","skip-cert-verify","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","strict closed boolean grammar; true or 1 emits and false or 0 omits","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
